# This automated data download from the USGS sediment portal have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.
#
# Field name  Field description  Units
# SITE_NO   USGS site identifier
# SNAME   USGS site name      site
# LATITUDE   Decimal latitude (datum NAD83)
# LONGITUDE   Decimal longitude (datum NAD83)
# NWISDA1   Upstream drainage area   square miles
# STATE   U.S. State
# COUNTY_NAME   U.S. County
# ECO_L3_CODE   Level III Ecoregion Code
# ECO_L3_NAME   Level III Ecoregion name
# ECO_L2_CODE   Level II Ecoregion Code
# ECO_L2_NAME   Level II Ecoregion name
# ECO_L1_NAME   Level I Ecoregion name
# ECO_L1_CODE   Level I Ecoregion Code
# HUC_REGION_NAME   Hydrologic Unit Code Region name
# HUC_SUBREGION_NAME   Hydrologic Unit Code Subregion name
# HUC_BASIN_NAME   Hydrologic Unit Code Basin name
# HUC_SUBBASIN_NAME   Hydrologic Unit Code Subbasin name
# HUC_2   Hydrologic Unit Code Region Code
# HUC_4   Hydrologic Unit Code Subregion Code
# HUC_6   Hydrologic Unit Code Basin Code
# HUC_8   Hydrologic Unit Code Subbasin Code
# PERM   Average soil permeability   inches/hour
# BFI   Average baseflow index   percent
# KFACT   Average K-factor for the uppermost soil horizon   unitless
# RFACT  30 year rainfall and runoff factor  (100's ft-tonf in h-1 ac-1 yr-1) * 10
# PPT30  Mean annual precipitation from 1971-2000   centimeters
"# URBAN  Percentage of urban land (sum of NLCD classes 21, 22, 23, and 24)   percent"
"# FOREST  Percentage of forest land (sum of NLCD classes 41, 42, and 43)   percent"
# AGRIC  Percentage of agricultural land (sum of NLCD classes 81 and 82)   percent
"# MAJ_DAMS  Number of dams with >= 50 feet in height or having storage >= 5,000 acre-feet"
# NID_STOR   Dam storage   acre-feet
# CLAY   Average Percentage of soil clay content   percent
# SAND   Average Percentage of soil sand content   percent
# SILT   Average Percentage of soil silt content   percent
# BENCHMARK_SITE   1 indicates site is a part of the hydrologic benchmark network
# nhd.p1   1st percentile of daily flows
# nhd.p5   5th percentile of daily flows
# nhd.p10   10th percentile of daily flows
# nhd.p20   20th percentile of daily flows
# nhd.p25   25th percentile of daily flows
# nhd.p30   30th percentile of daily flows
# nhd.p40   40th percentile of daily flows
# nhd.p50   50th percentile of daily flows
# nhd.p60   60th percentile of daily flows
# nhd.p70   70th percentile of daily flows
# nhd.p75   75th percentile of daily flows
# nhd.p80   80th percentile of daily flows
# nhd.p90   90th percentile of daily flows
# nhd.p95   95th percentile of daily flows
# nhd.p99   99th percentile of daily flows
# SAMPLE_YEARS   Number of unique years in which daily suspended-sediment concentration or load data were collected (daily_sites data only)      
# SAMPLE_COUNT   Number of discrete suspended-sediment samples collected (discrete_sites data only)
#
#
SITE_NO,SNAME,LATITUDE,LONGITUDE,NWISDA1,STATE,COUNTY_NAME,ECO_L3_CODE,ECO_L3_NAME,ECO_L2_CODE,ECO_L2_NAME,ECO_L1_NAME,ECO_L1_CODE,HUC_REGION_NAME,HUC_SUBREGION_NAME,HUC_BASIN_NAME,HUC_SUBBASIN_NAME,HUC_2,HUC_4,HUC_6,HUC_8,PERM,BFI,KFACT,RFACT,PPT30,URBAN,FOREST,AGRIC,MAJ_DAMS,NID_STOR,CLAY,SAND,SILT,BENCHMARK_SITE,NHDP1,NHDP5,NHDP10,NHDP20,NHDP25,NHDP30,NHDP40,NHDP50,NHDP60,NHDP70,NHDP75,NHDP80,NHDP90,NHDP95,NHDP99,sample_count
03532000,"POWELL RIVER ABOVE U.S. HWY 25E NEAR ARTHUR, TN",36.5417488352281,-83.6301895198155,686,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Powell,06,0601,060102,06010206,2.042,37.111,.2724,179.24497,133.8545,7.78629194,58.041149497,10.52170278,1,9869,36.519,21.9101,41.5709,0,88,110.6,138,203,239,287,406,586,801,1080,1270,1530,2510,3904,8887.2,51
03535912,"CLINCH RIVER AT MELTON HILL DAM (TAILWATER),TN",35.88535522096,-84.3007557963552,3343,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Powell,06,0601,060102,06010207,2.0646,41.2246,.2882,177.65856,129.3615,10.051852531,58.871660195,16.401917726,5,189283.97,36.1939,21.1465,42.6596,0,0,400,801,1670,2100,2500,3460,4330,5210,6180,6670,7350,9380,11475,19000,19
03538580,EMORY RIVER NEAR LANCING,36.0792413972843,-84.6418853422348,91.73,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.1389,33.8305,.2525,243.0839,146.9843,5.76420515,81.324537136,3.922962332,0,0,22.5967,24.2733,53.13,0,,,,,,,,,,,,,,,,2
03538860,"OBED RIVER AT POTTER FORD NEAR CROSSVILLE, TN",36.0728476821345,-84.902729368577,107.42,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,4.0899,31.1843,.299,257.91672,148.4303,15.83409117,48.055930119,23.446956631,0,11377,23.7506,29.3368,46.9126,0,,,,,,,,,,,,,,,,2
03539690,DADDYS CREEK AT DEVILS BREAKFAST TABLE,36.05840524117,-84.7930019242683,173.88,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.3155,34.4683,.3032,269.21455,149.9829,13.098105148,53.398009724,14.972054346,1,28656,25.6624,27.0196,47.318,0,,,,,,,,,,,,,,,,2
03539700,"OBED RIVER NEAR FRANKFORT, TN",36.0711837049091,-84.7641118066423,331,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.3101,34.4611,.3032,268.89274,149.8918,12.995402877,53.785668109,14.792052005,1,28656,25.6778,27.0017,47.3205,0,,,,,,,,,,,,,,,,1
03539717,CLEAR CREEK AT NORRIS FORD NEAR JONES KNOB,36.1370153881717,-84.8727281972953,81.05,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,4.6159,30.6248,.2881,256.22241,148.5507,5.844204138,58.844645416,21.270086818,0,677,23.5397,30.0036,46.4567,0,,,,,,,,,,,,,,,,2
03539735,"CLEAR CREEK AT BARNETT BRIDGE NEAR DEER LODGE, TN",36.1228502664471,-84.794947033438,145.89,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,4.6676,30.6411,.287,249.49935,145.4603,6.611541148,57.208962494,16.487479387,0,1126,23.4964,30.0724,46.4311,0,,,,,,,,,,,,,,,,2
03539778,"CLEAR CREEK AT LILLY BRIDGE NEAR LANCING, TN",36.1031292950482,-84.71827713927,170,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,4.4631,31.0978,.2883,248.10456,144.5912,7.080904855,56.803840456,15.732951953,0,1126,23.6473,29.5013,46.8514,0,0.57,1.6,3.5,9,14,24,59,102,153,235,285,345.8,580.9,916.7,3922.1,85
03539800,"OBED RIVER NEAR LANCING, TN",36.0814937332647,-84.6703113419473,518,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.8884,32.3729,.2972,257.23302,147.106,11.16426888,55.252858696,16.016315,3,52456,24.4886,28.421,47.0904,0,1.9,8.9,19,48,70,102,218,391,606,909.4,1110,1360,2320,3770,9723.6,1
03539910,"CROOKED FORK NEAR ORMES CHAPEL NEAR WARTBURG, TN",36.0825757586813,-84.5813277786727,56.4,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.158,35.0167,.2494,263.85355,157.3158,10.498797377,69.545196017,10.672852238,0,747,22.0254,24.4469,53.5277,0,,,,,,,,,,,,,,,,1
03540102,CRAB ORCHARD CREEK NEAR SMITH BRANCH NEAR DEERMONT,36.0136858223918,-84.6007717948043,37.4,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.6791,36.1014,.3025,255.71495,154.26,5.045472083,68.696466957,7.456319242,0,0,24.5955,28.2487,47.1558,0,,,,,,,,,,,,,,,,1
03540500,"EMORY RIVER AT OAKDALE, TN",35.9831307158024,-84.5579920756115,764,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Emory,06,0601,060102,06010208,3.7165,33.0719,.2884,254.83478,148.0974,9.787742846,62.147393942,12.783908843,3,53203,24.1096,27.5394,48.351,0,1.6,8.7,21,63,94,139,294,559,899,1320,1610,1980,3402,5451,14300,2
03541498,"WHITES CREEK NEAR RODDY, TN",35.8100716047959,-84.7763321577432,117.8,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,3.3582,37.4791,.3008,276.69311,158.071,4.56301474,70.964556903,6.189808248,0,482,25.8287,26.9205,47.2508,0,,,,,,,,,,,,,,,,1
03542495,"PINEY RIVER ABOVE SPRING CITY, TN",35.7153481060541,-84.8807809136559,62.3,Tennessee,,8.4.9,Southwestern Appalachians,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Upper Tennessee,Upper Tennessee,Watts Bar Lake,06,0601,060102,06010201,4.7252,40.649,.2872,292.55446,158.3786,4.33644837,59.837375561,7.593207105,0,190,23.3021,30.3039,46.394,0,,,,,,,,,,,,,,,,1
035666325,"EPHEMERAL CHANNEL AT NORTHGATE SHPG CTR HIXSON, TN",35.1320157880374,-85.2360682118258,.23,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Chickamauga,06,0602,060200,06020001,3.7423,40.2608,.29,298.10264,154.1432,17.904403473,67.936888383,6.633317736,0,631,29.4925,26.2395,44.268,0,,,,,,,,,,,,,,,,13
03567495,"SPRING CR TRIB AT LERCH ST AT CHATTANOOGA, TN",35.0172965806606,-85.2496781027274,.39,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Chickamauga,06,0602,060200,06020001,1.8497,39.9992,.2957,278.69399,139.733,98.057983077,1.706200583,.138715495,0,0,40.7654,19.662,39.5726,0,,,,,,,,,,,,,,,,13
03567594,"FRIAR BRANCH TRIB NEAR TYNER, TN",35.0511849241363,-85.1807874549322,.01,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Chickamauga,06,0602,060200,06020001,1.74,40.1824,.3068,277.19459,139.8959,66.710678023,21.687060661,2.674154796,0,0,40.6396,18.8251,40.5353,0,,,,,,,,,,,,,,,,13
03567930,"CITICO CREEK AT APPLING STREET AT CHATTANOOGA, TN",35.0714619033047,-85.2638459287006,.52,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Chickamauga,06,0602,060200,06020001,1.1774,39.5802,.3318,278.972,139.297,89.572107765,7.987321712,0,0,0,39.9337,14.3953,45.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
03568000,"TENNESSEE RIVER AT CHATTANOOGA, TN",35.0867755467101,-85.2784298642281,21400,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Chickamauga,06,0602,060200,06020001,2.8976,50.3743,.2604,229.28003,138.0935,9.835248548,63.671505143,18.46303721,35,11082779.25,27.8982,29.3904,42.7114,0,6830,9450,12100,16900,19100,21200,25400,29200,33300,39200,42800,47000,67100,92800,167000,21
03568100,"TENNESSEE RIVER TRIB AT CHATTANOOGA, TN",35.0545185030024,-85.3274584587241,.11,Tennessee,,8.4.1,Ridge and Valley,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Hiwassee,Middle Tennessee-Hiwassee,Middle Tennessee-Chickamauga,06,0602,060200,06020001,2.8962,50.3648,.2605,229.32198,138.0944,9.895340642,63.624444379,18.448495021,35,11082779.25,27.9078,29.3781,42.7141,0,,,,,,,,,,,,,,,,13
03574702,"FLINT RIVER AT LINCOLN, TN",35.0117538156541,-86.5016594555604,52.2,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Elk,Middle Tennessee-Elk,Wheeler Lake,06,0603,060300,06030002,1.2682,34.6986,.3838,307.37308,146.0226,5.733296332,14.923617719,72.43432181,0,58,33.0405,12.3498,54.6097,0,,,,,,,,,,,,,,,,2
03578502,"BRADLEY CREEK NEAR CALLS, TN",35.3353579777889,-85.9960942183188,45.1,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Elk,Middle Tennessee-Elk,Upper Elk,06,0603,060300,06030003,1.2565,32.0145,.3493,285.1,145.908,5.382215289,33.268330733,51.053042122,0,0,39.3093,16.5732,44.1176,0,,,,,,,,,,,,,,,,1
03579680,"ROCK CREEK NEAR TULLAHOMA, TN",35.2878589014586,-86.1880437417789,33.6,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Elk,Middle Tennessee-Elk,Upper Elk,06,0603,060300,06030003,.9378,32.4668,.413,293.0587,152.8095,24.429849558,31.757447463,33.53687772,0,0,29.645,10.8303,59.5247,0,,,,,,,,,,,,,,,,1
03580787,"BEANS CREEK AT BROWN MILL, TN",35.0914741734622,-86.2735993249312,48.5,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Elk,Middle Tennessee-Elk,Upper Elk,06,0603,060300,06030003,1.7174,33.8091,.3295,304.21873,146.557,5.303190058,33.588324692,55.169755892,0,0,34.7806,17.9459,47.2735,0,,,,,,,,,,,,,,,,1
035825882,"CANE CREEK NEAR HOWELL, TN",35.2229769846612,-86.6231799539248,106,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Elk,Middle Tennessee-Elk,Upper Elk,06,0603,060300,06030003,2.1226,31.3715,.299,305.76138,144.7771,5.981877846,44.36655421,44.911324964,0,0,35.2606,15.9076,48.8318,0,0,0,0.2,1.1,1.6,2.6,10,22,40,64,84,110,236,441,2040,31
03584600,"ELK RIVER AT PROSPECT, TN",35.0142361055058,-86.9946573989652,1805,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Middle Tennessee-Elk,Middle Tennessee-Elk,Lower Elk,06,0603,060300,06030004,1.9993,34.6393,.3181,307.38663,146.8762,6.777688269,42.550844819,43.690391392,1,109382,34.0833,17.1493,48.7674,0,179,248,321,488,575,683,985,1400,2000,2800,3380,4150,7020,11400,25300,23
03593005,"TENNESSEE RIVER AT PICKWICK LANDING DAM (LL), TN",35.0650847912094,-88.2522620991362,32820,Tennessee,,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Tennessee-Beech,06,0604,060400,06040001,2.5925,45.9989,.2742,264.70511,141.8067,9.333363555,56.310087513,24.093724634,47,14585578.25,28.9931,27.2981,43.7088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
03595510,LITTLE DUCK RV AT GRINDSTONE HOLLOW AT MANCHESTER,35.4856318360839,-86.1019330631393,41.2,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.889,33.9075,.4102,284.02702,148.3637,14.280519568,30.599059635,39.125765315,0,215,29.0324,12.2711,58.6965,0,,,,,,,,,,,,,,,,1
03596100,"CRUMPTON CREEK AT RUTLEDGE FALLS, TN",35.4226610310777,-86.1364997098991,28.1,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.8801,32.82,.4175,287.22379,151.3438,14.372774902,46.20431261,26.513066866,0,2020,29.4637,10.5257,60.0107,0,5.3,6.1,7.2,8.4,9,9.78,12,16,22,29,32,38,68,127.7,842.82,1
035964885,"CARR CREEK TRIB AT EDDY HILL BELOW NORMANDY, TN",35.4227833333333,-86.2797333333333,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,2.9405,32.0481,.292,293.61499,150.961,18.518518519,65.283355645,12.539045069,0,0,30.454,22.4728,47.0732,0,,,,,,,,,,,,,,,,56
03597860,"DUCK RIVER AT SHELBYVILLE, TN",35.4829004363796,-86.4625967387792,425,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,1.4381,30.9887,.3618,289.21944,148.6308,10.34259505,38.317097836,44.026271161,1,77402,33.1652,14.0108,52.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
03598000,"DUCK RIVER NEAR SHELBYVILLE, TN",35.4803500325987,-86.4991608783022,481,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,1.4667,30.8874,.3565,290.21689,148.4434,10.081030445,37.133212935,45.672880249,1,77822,33.5623,14.0048,52.4328,0,64,85,106,155,175,190,229,306,448.6,669,827,1050,1910,3010,7939.8,6
03598165,"HURRICANE CREEK NEAR ELBETHEL, TN",35.557570438517,-86.4983269994198,12.9,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.7433,27.1598,.3421,293.8932,145.9852,5.826013335,23.296115991,66.147211345,0,0,43.3079,10.032,46.6601,0,,,,,,,,,,,,,,,,6
0359816545,"PARCH CORN CREEK AT MARTIN ROAD NR ELBETHEL, TN",35.5617371804189,-86.4855491415814,2.83,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.7855,27.0129,.339,293.499,145.104,10.388091441,19.883040936,62.243487507,0,0,42.9965,10.0458,46.9577,0,,,,,,,,,,,,,,,,6
03598169,"BENFORD CREEK NEAR SHELBYVILLE, TN",35.5717374907491,-86.444160051819,5.59,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.7855,26.5659,.339,293.37483,145.4557,5.249407619,16.556291391,74.475970594,0,0,42.9965,10.0458,46.9577,0,,,,,,,,,,,,,,,,7
03598173,"FALL CREEK NEAR DEASON, TN",35.5836811311093,-86.4880489516157,16.4,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.7726,26.8317,.3399,292.92269,144.8471,6.016240407,16.943077577,74.134823725,0,0,43.0917,10.0416,46.8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
03598177,"FALL CREEK BLW HURRICANE CREEK NR ELBETHEL, TN",35.5644444444444,-86.5166666666667,35.6,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.7652,26.9795,.3408,293.36168,145.2601,6.28917161,20.196018437,69.302288856,0,0,43.1058,10.0395,46.8547,0,,,,,,,,,,,,,,,,7
03598250,"NORTH FORK CREEK NEAR POPLINS CROSSROADS, TN",35.5845477805489,-86.5962814841516,71.9,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Upper Duck,06,0604,060400,06040002,.7865,26.7233,.3414,291.19641,142.4472,6.445241959,17.881911903,69.5179098,0,0,42.2791,10.0793,47.6416,0,0,0.02,0.17,1.1,1.9,3.26,8.68,19,34,56,73,93,180.8,380,1781.6,29
03600085,"CARTERS CREEK AT PETTY LANE NEAR CARTERS CREEK, TN",35.7275689132989,-86.9886148271604,16.6,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,1.7177,32.9501,.3342,290.19025,141.8607,4.867780834,38.690501375,51.070446372,0,654,37.1877,12.7468,50.0655,0,,,,,,,,,,,,,,,,73
03600086,"CARTERS CREEK TRIB NEAR CARTERS CREEK, TN",35.7261800543347,-86.9886148328139,2.9,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,1.7177,32.9501,.3342,290.19025,141.8607,4.867780834,38.690501375,51.070446372,0,654,37.1877,12.7468,50.0655,0,,,,,,,,,,,,,,,,73
03600088,"CARTERS CREEK AT BUTLER ROAD AT CARTERS CREEK, TN",35.7173191932841,-86.9956344727182,20.1,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,1.7045,32.7818,.3374,290.41446,141.9136,11.932270227,33.2422429,49.648898267,0,654,36.9488,12.3536,50.6977,0,0.23,0.44,0.81,2,2.8,4,7.7,13,20,29,35,41,70,113,363.48,73
036016022,UNNAMED TRIB (034 STREAM) TO LOCKE BR NR BENDING,35.8770099589783,-87.1002838086331,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,2
03601624,UNNAMED TRIB (S18-DS1) TO LOCKE BRANCH AT SR840,35.8741666666667,-87.0961111111111,.06,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,124
03601626,"UPPER LOCKE BRANCH (LOC.1) NR BENDING CHESTNUT, TN",35.8713888888889,-87.0958333333333,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,5
03601628,"LOCKE BRANCH TRIB (LOC.1) NR BENDING CHESTNUT, TN",35.8725,-87.1041666666667,,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,15
03601630,"LOCKE BRANCH NEAR BENDING CHESTNUT, TN",35.872010083538,-87.1038950141126,.81,Tennessee,,8.3.3,Interior Plateau,8.3,SOUTHEASTERN USA PLAINS,EASTERN TEMPERATE FORESTS,8,Tennessee Region,Lower Tennessee,Lower Tennessee,Lower Duck,06,0604,060400,06040003,2.0305,33,.3357,288.8,139.9536,1.108269395,93.691389599,.653594771,0,0,34.0741,15.5819,50.3439,0,,,,,,,,,,,,,,,,374
